team_a_name,team_b_name,team_a_avg_goals,team_b_avg_goals,team_a_recent_form,team_b_recent_form,match_location,weather_condition,result
465,2484421,2.4,3.27,2,2,away,rainy,draw
466,2484420,0.51,3.31,1,3,home,rainy,team_a_win
467,2484419,1.83,2.2,4,5,neutral,cloudy,draw
468,2484418,2.09,2.88,5,2,away,rainy,team_a_win
469,2484417,1.54,1.68,4,4,away,cloudy,team_a_win
470,2484416,2.43,2.24,2,3,neutral,cloudy,draw
471,2484415,1.02,2,4,3,neutral,rainy,draw
472,2484414,2.23,0.75,4,2,neutral,rainy,team_b_win
473,2484413,1.16,0.67,4,5,neutral,rainy,draw
474,2484412,3.27,2.1,2,4,home,cloudy,team_b_win
475,2484411,1.61,0.75,3,2,home,rainy,team_b_win
476,2484410,1.66,3.16,1,4,neutral,sunny,draw
477,2484409,1.38,2.04,2,2,neutral,cloudy,team_a_win
478,2484408,1.76,0.73,2,2,away,rainy,team_b_win
479,2484407,1.92,2.09,5,1,home,cloudy,team_b_win
480,2484406,2.86,0.72,3,5,neutral,rainy,draw
481,2484405,1.37,1.56,3,1,neutral,rainy,team_a_win
482,2484404,3.33,1.76,1,1,home,sunny,team_b_win
483,2484403,3.1,2.88,3,3,neutral,sunny,team_b_win
484,2484402,1.84,3.39,4,1,home,sunny,draw
485,2484401,1.7,2.54,5,4,away,cloudy,draw
486,2484400,1.36,3.24,5,4,neutral,sunny,draw
487,2484399,2.27,2.42,1,5,neutral,rainy,draw
488,2484398,1.89,2.62,4,3,home,sunny,team_b_win
489,2484397,3.31,2.83,1,1,neutral,sunny,team_a_win
490,2484396,3.21,2.49,2,2,away,sunny,team_a_win
491,2484395,3.17,2.55,3,2,neutral,sunny,team_a_win
492,2484394,0.58,2.78,5,5,away,sunny,team_a_win
493,2484393,1.77,3.08,1,3,away,rainy,team_b_win
494,2484392,3.43,2.12,3,2,neutral,sunny,team_a_win
495,2484391,1.13,2.98,5,4,away,cloudy,draw
496,2484390,0.61,2.81,3,3,home,cloudy,team_a_win
497,2484389,1.48,1.59,1,3,home,rainy,draw
498,2484388,1.89,1.09,4,2,neutral,rainy,team_a_win
499,2484387,0.93,1.04,3,4,home,cloudy,team_b_win
500,2484386,2.96,1.63,1,1,neutral,rainy,team_a_win
501,2484385,1.12,2.17,2,3,home,sunny,team_b_win
502,2484384,1.33,1.55,2,4,neutral,rainy,team_a_win
503,2484383,1.12,3.29,1,5,away,cloudy,team_a_win
504,2484382,3.36,3.02,2,1,home,cloudy,team_a_win
505,2484381,1.4,0.54,5,1,home,cloudy,team_a_win
506,2484380,2.48,1.2,2,3,away,rainy,team_b_win
507,2484379,0.76,1.26,5,1,home,rainy,draw
508,2484378,3.26,2.63,1,1,neutral,sunny,team_b_win
509,2484377,1.32,1.93,2,1,home,rainy,team_a_win
510,2484376,1.68,0.88,4,4,neutral,cloudy,draw
511,2484375,0.56,2.93,5,2,home,sunny,team_b_win
512,2484374,1.48,1.46,2,4,away,cloudy,team_b_win
513,2484373,1.59,1.59,5,1,away,rainy,draw
514,2484372,3.33,2.06,2,4,away,cloudy,draw
515,2484371,1.69,2.47,3,3,neutral,sunny,draw
516,2484370,2.94,2.74,3,2,away,cloudy,team_a_win
517,2484369,1.08,0.55,3,3,away,cloudy,draw
518,2484368,1.34,2.55,4,5,home,cloudy,team_b_win
519,2484367,0.79,1.55,1,3,away,cloudy,team_b_win
520,2484366,2.74,3.46,5,1,home,cloudy,team_a_win
521,2484365,3.14,2.59,2,5,away,cloudy,team_a_win
522,2484364,1.28,3.46,2,1,home,sunny,draw
523,2484363,0.52,0.62,3,1,home,cloudy,team_b_win
524,2484362,2.33,0.5,5,2,away,sunny,draw
525,2484361,3.41,2.59,1,1,away,rainy,team_b_win
526,2484360,1.21,1.37,5,3,away,rainy,team_a_win
527,2484359,2.28,0.89,2,3,neutral,cloudy,draw
528,2484358,2.17,1.21,1,2,home,rainy,team_a_win
529,2484357,1.8,1.45,5,2,home,sunny,team_b_win
530,2484356,2.29,2.59,3,3,home,sunny,team_a_win
531,2484355,2.63,3.18,1,5,neutral,sunny,team_a_win
532,2484354,2.63,2.83,4,3,neutral,cloudy,team_a_win
533,2484353,0.53,0.87,4,4,neutral,rainy,team_a_win
534,2484352,0.96,1.27,1,3,neutral,cloudy,team_a_win
535,2484351,0.74,1.23,3,1,home,sunny,team_b_win
536,2484350,1.67,1.13,2,1,home,rainy,team_a_win
537,2484349,0.79,1.56,3,1,away,rainy,team_a_win
538,2484348,2.46,1.68,5,3,home,rainy,team_a_win
539,2484347,2.15,2.49,3,2,away,rainy,draw
540,2484346,2.18,2.98,4,1,home,rainy,draw
541,2484345,2.77,1.24,4,5,away,rainy,team_a_win
542,2484344,0.81,1.83,2,4,away,rainy,team_b_win
543,2484343,1.44,2.5,4,2,away,cloudy,team_b_win
544,2484342,0.61,3.27,2,1,home,rainy,team_b_win
545,2484341,1.87,0.8,2,2,home,sunny,draw
546,2484340,3.35,1.27,5,5,home,cloudy,team_a_win
547,2484339,2.86,1.82,2,1,neutral,cloudy,draw
548,2484338,0.92,3.1,2,5,away,rainy,team_b_win
549,2484337,1.77,1.57,4,1,neutral,sunny,team_a_win
550,2484336,2.37,3.06,1,5,away,sunny,team_a_win
551,2484335,2.87,0.57,3,1,home,cloudy,draw
552,2484334,1.66,2.3,1,4,home,cloudy,team_b_win
553,2484333,2.02,3.08,4,3,home,sunny,team_b_win
554,2484332,2.28,2.43,1,3,home,sunny,team_a_win
555,2484331,3.13,2.4,2,4,home,cloudy,team_b_win
556,2484330,3.04,0.68,2,2,away,rainy,team_b_win
557,2484329,2.9,1.47,5,4,neutral,rainy,team_b_win
558,2484328,0.88,3.22,4,2,away,sunny,team_a_win
559,2484327,2.7,2.34,5,3,away,rainy,team_a_win
560,2484326,3.25,0.96,5,3,home,rainy,team_b_win
561,2484325,3.36,2.59,1,3,neutral,rainy,team_b_win
562,2484324,3.19,1.78,1,5,neutral,sunny,draw
563,2484323,1.86,2.63,3,3,away,cloudy,draw
564,2484322,3.3,3.31,2,5,home,rainy,team_a_win
565,2484321,2.3,2.22,4,1,neutral,cloudy,team_a_win
566,2484320,1.41,2.89,5,2,home,sunny,team_b_win
567,2484319,1.53,1.83,5,3,neutral,sunny,draw
568,2484318,0.85,1.35,5,2,away,sunny,team_a_win
569,2484317,3.23,2.94,2,5,away,cloudy,team_a_win
570,2484316,2.41,0.54,4,1,home,rainy,team_a_win
571,2484315,0.86,2.26,4,3,neutral,sunny,team_a_win
572,2484314,1.12,2.17,4,3,neutral,sunny,team_b_win
573,2484313,3.1,0.66,2,5,neutral,rainy,team_b_win
574,2484312,3.23,2.94,2,3,home,cloudy,team_b_win
575,2484311,1.49,1.73,2,5,neutral,rainy,team_a_win
576,2484310,0.56,3.26,4,1,away,sunny,draw
577,2484309,1.87,3.2,3,1,home,sunny,team_b_win
578,2484308,0.76,0.83,5,5,away,cloudy,team_b_win
579,2484307,1.98,2.99,3,4,away,rainy,team_a_win
580,2484306,0.85,0.83,1,2,home,sunny,draw
581,2484305,1.93,1.16,5,1,neutral,sunny,team_b_win
582,2484304,1.42,3.08,2,3,away,sunny,team_b_win
583,2484303,1.47,0.69,4,2,neutral,rainy,draw
584,2484302,2.65,1.52,3,2,home,rainy,team_b_win
585,2484301,1.19,1.45,1,1,home,sunny,team_b_win
586,2484300,0.88,3.23,5,2,home,cloudy,team_a_win
587,2484299,0.94,1.27,3,3,home,rainy,draw
588,2484298,1.41,0.93,4,4,away,sunny,team_b_win
589,2484297,1.69,2.39,1,3,neutral,rainy,team_a_win
590,2484296,2.39,1.83,3,3,neutral,rainy,team_a_win
591,2484295,2.7,1.15,4,1,home,cloudy,team_a_win
592,2484294,1.68,3.42,4,1,away,sunny,draw
593,2484293,1.11,2.83,5,4,home,cloudy,team_a_win
594,2484292,3.26,0.83,4,1,neutral,cloudy,team_a_win
595,2484291,3.45,0.9,3,3,neutral,sunny,team_b_win
596,2484290,0.77,3.03,1,4,away,sunny,team_b_win
597,2484289,1.01,0.82,1,1,away,sunny,team_a_win
598,2484288,3.09,3.31,4,3,neutral,cloudy,team_b_win
599,2484287,2.01,2.09,5,2,neutral,cloudy,draw
600,2484286,1.35,2.09,1,5,neutral,sunny,team_b_win
601,2484285,0.57,1.66,5,5,home,cloudy,team_b_win
602,2484284,3.18,2.29,2,1,neutral,cloudy,draw
603,2484283,3.3,1.09,4,2,home,sunny,team_a_win
604,2484282,2.66,3.12,5,4,home,rainy,draw
605,2484281,1.34,1.18,2,1,home,sunny,draw
606,2484280,1.72,2.58,1,5,neutral,cloudy,team_a_win
607,2484279,2.6,3.47,2,3,home,rainy,team_a_win
608,2484278,0.68,2.75,3,5,home,sunny,team_a_win
609,2484277,3.45,1.22,2,3,neutral,sunny,team_a_win
610,2484276,0.9,3.04,3,4,neutral,cloudy,team_a_win
611,2484275,3.32,0.58,1,3,home,sunny,draw
612,2484274,1.12,0.88,2,1,neutral,rainy,team_a_win
613,2484273,2.35,3.27,1,4,home,sunny,team_a_win
614,2484272,3.1,1.7,5,5,neutral,sunny,draw
615,2484271,3.48,1.36,4,2,home,sunny,team_a_win
616,2484270,1.48,3.26,3,4,home,rainy,draw
617,2484269,1.93,0.71,2,2,home,sunny,team_a_win
618,2484268,1.34,1.1,3,2,away,cloudy,draw
619,2484267,3.48,2.93,1,1,neutral,rainy,team_b_win
620,2484266,1.14,2.96,2,2,neutral,sunny,team_a_win
621,2484265,1.72,3.1,4,3,home,cloudy,draw
622,2484264,2.11,2.33,1,4,away,sunny,draw
623,2484263,2.96,2.2,4,1,home,rainy,team_a_win
624,2484262,1.39,1.53,3,1,home,rainy,draw
625,2484261,1.11,2.24,2,2,neutral,cloudy,draw
626,2484260,2.93,1.3,5,3,away,sunny,draw
627,2484259,0.52,3.4,5,3,home,rainy,team_b_win
628,2484258,2.17,2.09,5,5,home,sunny,team_b_win
629,2484257,2.95,1.93,4,2,neutral,sunny,team_b_win
630,2484256,3.17,0.81,3,1,neutral,rainy,team_b_win
631,2484255,0.66,3.47,4,5,away,sunny,team_b_win
632,2484254,2.45,2.01,3,5,away,sunny,team_b_win
633,2484253,0.76,2.16,4,3,neutral,rainy,team_b_win
634,2484252,1.3,0.51,2,3,home,rainy,team_b_win
635,2484251,1.44,0.9,2,5,away,sunny,team_b_win
636,2484250,1.37,3.34,3,5,home,cloudy,team_b_win
637,2484249,2.86,3.46,1,1,away,sunny,team_b_win
638,2484248,0.99,0.68,3,5,away,sunny,team_a_win
639,2484247,3.46,1.18,3,2,home,cloudy,draw
640,2484246,1.24,0.97,5,5,home,sunny,draw
641,2484245,2.52,1.48,2,2,away,rainy,team_a_win
642,2484244,1.05,2.2,2,5,home,cloudy,team_a_win
643,2484243,3.34,0.79,4,5,away,cloudy,team_b_win
644,2484242,0.56,0.94,4,3,away,sunny,team_b_win
645,2484241,3.2,0.61,4,4,neutral,sunny,draw
646,2484240,1.31,0.65,5,5,home,cloudy,team_a_win
647,2484239,2.38,3.23,2,3,away,sunny,team_b_win
648,2484238,1.02,3.23,5,5,away,sunny,team_a_win
649,2484237,1.64,1.62,4,5,home,sunny,team_b_win
650,2484236,1.45,1.55,3,1,neutral,rainy,team_a_win
651,2484235,1.01,3.13,1,3,away,rainy,team_b_win
652,2484234,0.91,0.85,2,1,away,cloudy,draw
653,2484233,1.78,2.98,5,5,home,cloudy,team_a_win
654,2484232,3.04,3.13,2,2,away,sunny,team_b_win
655,2484231,3.18,1.67,4,1,home,cloudy,team_b_win
656,2484230,2.95,1.76,5,2,home,cloudy,team_a_win
657,2484229,0.98,1.3,3,3,neutral,cloudy,team_b_win
658,2484228,1.42,0.61,3,3,home,rainy,team_a_win
659,2484227,3.32,0.71,1,1,away,cloudy,team_a_win
660,2484226,1.04,1.21,1,4,neutral,cloudy,draw
661,2484225,0.85,1.63,5,1,neutral,rainy,team_b_win
662,2484224,0.68,2.99,2,1,away,cloudy,team_b_win
663,2484223,2.15,2.24,1,3,neutral,cloudy,team_b_win
664,2484222,0.58,2.49,5,3,away,sunny,team_b_win
665,2484221,1.4,3.11,1,4,neutral,rainy,team_b_win
666,2484220,3.19,2.47,3,1,away,rainy,team_a_win
667,2484219,1.62,3.17,1,5,home,sunny,team_a_win
668,2484218,2.44,3.02,4,2,away,sunny,draw
669,2484217,1.87,2.13,4,2,home,sunny,team_a_win
670,2484216,2.16,1.6,1,4,neutral,sunny,draw
671,2484215,1.66,2.9,4,1,away,rainy,team_b_win
672,2484214,0.66,3.09,1,2,away,cloudy,team_b_win
673,2484213,0.67,2.74,3,1,away,cloudy,draw
674,2484212,1.34,2.45,3,2,home,cloudy,team_a_win
675,2484211,0.94,2.46,4,3,home,cloudy,team_a_win
676,2484210,3.04,1.14,5,1,away,cloudy,draw
677,2484209,1.7,1.67,1,3,home,cloudy,team_b_win
678,2484208,1.46,3.24,5,3,away,sunny,team_b_win
679,2484207,1.83,1.83,2,5,away,cloudy,team_a_win
680,2484206,2.55,2.72,5,5,home,rainy,team_b_win
681,2484205,2.29,2.67,4,3,away,cloudy,team_a_win
682,2484204,1.39,2.22,3,2,home,sunny,team_a_win
683,2484203,2.54,2.64,4,2,home,rainy,team_b_win
684,2484202,2.7,3.27,2,3,neutral,sunny,draw
685,2484201,1.51,0.97,5,2,home,rainy,team_a_win
686,2484200,1.07,2.23,1,4,home,rainy,team_b_win
687,2484199,0.58,1.1,5,5,away,cloudy,team_b_win
688,2484198,0.92,1.06,1,3,away,sunny,draw
689,2484197,1.77,1.21,5,2,away,cloudy,team_b_win
690,2484196,2.28,2.12,4,4,away,cloudy,team_b_win
691,2484195,3.17,3.03,3,5,away,cloudy,team_a_win
692,2484194,3.05,2.39,3,1,neutral,sunny,team_b_win
693,2484193,0.76,1.06,4,1,neutral,rainy,team_b_win
694,2484192,2.87,1.14,2,4,neutral,rainy,team_b_win
695,2484191,3.18,2.22,5,1,home,rainy,team_b_win
696,2484190,1.7,3.37,3,2,away,cloudy,team_a_win
697,2484189,3.14,2.81,4,2,neutral,sunny,draw
698,2484188,2.88,1.05,1,5,home,cloudy,team_a_win
699,2484187,0.78,2.64,4,2,neutral,rainy,draw
700,2484186,2.27,2.88,1,2,home,sunny,draw
701,2484185,1.84,2.43,2,5,neutral,cloudy,team_b_win
702,2484184,3.12,2.93,1,1,away,cloudy,draw
703,2484183,0.83,2.82,4,4,home,rainy,team_a_win
704,2484182,1.76,2.99,4,3,away,cloudy,team_a_win
705,2484181,1.89,2.09,1,4,away,rainy,team_b_win
706,2484180,1.64,2.96,3,1,away,rainy,draw
707,2484179,2.09,3.31,3,5,away,sunny,draw
708,2484178,3.34,1.9,3,3,neutral,rainy,team_b_win
709,2484177,1.78,2.19,2,3,away,sunny,draw
710,2484176,2.44,3.17,4,1,neutral,rainy,draw
711,2484175,2.87,1.31,3,5,home,rainy,draw
712,2484174,2.89,2.86,3,1,neutral,rainy,team_b_win
713,2484173,3.32,3.22,5,2,home,rainy,team_b_win
714,2484172,3.42,3.33,1,3,neutral,cloudy,team_b_win
715,2484171,1.34,1.83,4,5,neutral,cloudy,team_b_win
716,2484170,1.78,1.4,1,1,away,rainy,team_a_win
717,2484169,2.48,3.17,4,3,away,sunny,draw
718,2484168,0.69,0.62,1,2,neutral,cloudy,team_b_win
719,2484167,1.47,2.64,3,1,home,sunny,draw
720,2484166,1.15,2.48,5,1,neutral,sunny,draw
721,2484165,1.23,2.91,4,4,home,cloudy,team_a_win
722,2484164,2.63,3.05,3,1,home,rainy,draw
723,2484163,2.16,0.75,1,4,home,rainy,draw
724,2484162,3.39,2.27,1,5,away,sunny,team_a_win
725,2484161,1.42,1.87,3,1,away,cloudy,team_a_win
726,2484160,0.63,1.62,3,2,home,cloudy,team_b_win
727,2484159,2.76,1.69,2,4,neutral,cloudy,team_a_win
728,2484158,2.73,1.04,1,2,away,rainy,team_b_win
729,2484157,2.25,2.13,2,3,neutral,sunny,team_a_win
730,2484156,2.64,0.54,1,3,neutral,sunny,team_b_win
731,2484155,1.71,3.06,1,1,away,cloudy,team_b_win
732,2484154,2.22,1.13,5,5,neutral,rainy,draw
733,2484153,2.85,0.6,2,1,neutral,sunny,draw
734,2484152,2.04,2.26,4,1,neutral,cloudy,draw
735,2484151,1.87,3.32,1,1,away,sunny,team_a_win
736,2484150,1.48,3.18,3,2,neutral,sunny,team_b_win
737,2484149,2.12,3.37,4,3,neutral,rainy,team_a_win
738,2484148,1.87,2.2,4,3,away,rainy,draw
739,2484147,1.88,2.87,2,5,home,sunny,team_a_win
740,2484146,0.65,2.09,4,5,home,sunny,team_b_win
741,2484145,3.49,2.76,1,1,home,cloudy,team_a_win
742,2484144,2.27,3.08,1,4,neutral,cloudy,draw
743,2484143,3.11,0.86,3,4,away,rainy,team_b_win
744,2484142,1.02,0.57,5,4,away,sunny,team_b_win
745,2484141,1.12,1.03,1,1,away,cloudy,draw
746,2484140,0.83,2.41,1,2,away,rainy,team_b_win
747,2484139,2.79,2.14,3,4,away,sunny,team_b_win
748,2484138,1.38,3.3,2,4,neutral,rainy,team_a_win
749,2484137,0.94,3.09,5,5,neutral,cloudy,team_b_win
750,2484136,2.81,2,5,2,home,cloudy,draw
751,2484135,1.33,1.48,1,2,away,rainy,draw
752,2484134,1.15,2.57,4,3,away,sunny,draw
753,2484133,3.44,2.82,5,4,neutral,rainy,team_a_win
754,2484132,1.19,0.52,2,1,home,cloudy,draw
755,2484131,0.63,1.47,2,2,away,cloudy,draw
756,2484130,0.69,1.42,3,5,neutral,sunny,team_b_win
757,2484129,2.59,0.82,1,2,home,sunny,team_a_win
758,2484128,1.24,2.15,1,1,away,cloudy,team_b_win
759,2484127,0.57,1.65,5,5,home,rainy,draw
760,2484126,2.92,1.83,4,3,home,rainy,draw
761,2484125,0.81,1.01,3,4,away,sunny,team_a_win
762,2484124,1.34,3.16,2,1,away,cloudy,team_a_win
763,2484123,2.14,1.32,2,4,away,rainy,team_b_win
764,2484122,2.98,2.16,1,1,neutral,sunny,team_a_win
765,2484121,1.4,2.08,4,3,neutral,cloudy,draw
766,2484120,2.7,2.4,3,5,away,cloudy,team_b_win
767,2484119,1.32,3.38,2,4,home,rainy,team_a_win
768,2484118,1.04,2.59,2,1,away,cloudy,team_a_win
769,2484117,2.29,2.94,5,5,home,cloudy,team_a_win
770,2484116,1.28,1.35,5,5,home,cloudy,team_b_win
771,2484115,0.77,1.86,4,1,away,sunny,team_a_win
772,2484114,0.83,1.16,5,2,home,cloudy,team_b_win
773,2484113,1.12,3.22,5,1,away,sunny,team_a_win
774,2484112,2.82,3.47,4,3,home,cloudy,team_b_win
775,2484111,2.08,0.84,1,3,neutral,rainy,draw
776,2484110,2.97,2.59,5,4,away,cloudy,team_b_win
777,2484109,1.96,0.64,1,5,away,sunny,team_b_win
778,2484108,1.43,3.44,2,4,home,cloudy,draw
779,2484107,2.19,1.54,1,2,home,rainy,draw
780,2484106,3.07,1.39,4,5,away,rainy,draw
781,2484105,3.01,3.35,5,1,neutral,rainy,team_a_win
782,2484104,1.51,2.3,4,4,neutral,cloudy,team_b_win
783,2484103,1.42,3.17,1,1,neutral,sunny,team_b_win
784,2484102,1.81,1.35,1,4,away,cloudy,team_a_win
785,2484101,3.48,3.43,2,2,away,cloudy,team_a_win
786,2484100,2.89,1.67,4,3,away,rainy,team_b_win
787,2484099,1.88,1.56,5,5,home,sunny,draw
788,2484098,3.2,1.01,1,3,away,rainy,team_a_win
789,2484097,2.69,1,1,5,home,cloudy,team_b_win
790,2484096,1.66,3.15,1,1,neutral,rainy,team_b_win
791,2484095,1.2,2.8,2,3,neutral,cloudy,team_a_win
792,2484094,0.67,1.69,2,3,home,cloudy,team_b_win
793,2484093,2.96,1.86,3,4,home,cloudy,team_b_win
794,2484092,3.34,1.25,5,4,away,rainy,draw
795,2484091,0.83,1.89,4,1,home,cloudy,draw
796,2484090,0.79,2.82,5,2,home,sunny,team_a_win
797,2484089,1.64,1.63,4,2,neutral,rainy,team_a_win
798,2484088,2.94,2.67,4,3,home,rainy,team_a_win
799,2484087,3.17,2.91,2,2,away,rainy,draw
800,2484086,2.36,1.13,1,4,away,rainy,team_a_win
801,2484085,1.38,1.4,4,2,neutral,cloudy,team_b_win
802,2484084,3.47,2.29,1,3,neutral,cloudy,draw
803,2484083,1.97,2.69,4,1,neutral,cloudy,team_b_win
804,2484082,0.5,1.84,1,1,home,sunny,team_a_win
805,2484081,3.37,0.78,5,4,away,cloudy,draw
806,2484080,2.17,3,1,5,neutral,rainy,team_b_win
807,2484079,0.7,2.58,1,2,neutral,cloudy,team_a_win
808,2484078,1.1,1.27,2,2,away,cloudy,team_b_win
809,2484077,3.36,2.02,3,3,home,sunny,team_a_win
810,2484076,2.14,1.6,5,3,neutral,sunny,draw
811,2484075,3.17,2.44,1,1,away,cloudy,team_b_win
812,2484074,2,2.53,2,3,home,cloudy,team_a_win
813,2484073,2.64,3.16,4,3,away,sunny,team_a_win
814,2484072,2.07,0.76,5,3,neutral,cloudy,team_b_win
815,2484071,2.81,0.83,5,3,home,cloudy,team_b_win
816,2484070,1.84,1.64,4,3,away,sunny,team_a_win
817,2484069,1.76,2.24,1,2,away,cloudy,team_b_win
818,2484068,1.46,1.01,5,2,neutral,rainy,team_a_win
819,2484067,3.49,1.39,3,5,neutral,sunny,draw
820,2484066,1.62,2.25,5,5,neutral,rainy,team_a_win
821,2484065,0.6,2.09,1,2,away,cloudy,team_b_win
822,2484064,2.78,2.1,2,1,away,sunny,draw
823,2484063,2.52,1.02,5,2,home,sunny,team_a_win
824,2484062,1.66,0.83,3,1,away,rainy,draw
825,2484061,1.08,2.62,2,5,home,cloudy,team_a_win
826,2484060,1.96,2.05,4,2,home,sunny,team_b_win
827,2484059,0.76,2.74,4,5,neutral,sunny,team_b_win
828,2484058,0.53,1.19,4,5,neutral,cloudy,team_b_win
829,2484057,3.04,0.95,3,2,home,sunny,draw
830,2484056,3.42,2.47,1,5,away,rainy,draw
831,2484055,2.71,0.97,2,4,neutral,cloudy,draw
832,2484054,0.61,1.7,2,5,home,cloudy,team_b_win
833,2484053,2.13,2.53,2,1,neutral,cloudy,draw
834,2484052,1.64,2.28,1,4,away,cloudy,team_b_win
835,2484051,3.31,2.95,2,5,home,cloudy,draw
836,2484050,1.96,1.49,1,2,away,sunny,team_b_win
837,2484049,1.6,3.03,1,3,home,cloudy,team_a_win
838,2484048,2.02,2.74,3,1,away,rainy,draw
839,2484047,1.09,2.4,1,4,home,sunny,draw
840,2484046,1.78,3.45,1,5,home,rainy,team_a_win
841,2484045,1.62,1.16,4,3,neutral,sunny,draw
842,2484044,3.48,3.16,3,4,home,rainy,team_a_win
843,2484043,1.56,1.88,5,1,neutral,sunny,draw
844,2484042,2.48,1.63,3,5,home,rainy,draw
845,2484041,2.6,0.56,2,1,away,sunny,team_b_win
846,2484040,0.6,3.2,2,5,away,cloudy,team_b_win
847,2484039,3.43,2.98,3,5,home,cloudy,team_b_win
848,2484038,0.6,1.14,5,3,neutral,rainy,team_b_win
849,2484037,2.89,0.95,3,5,neutral,rainy,team_b_win
850,2484036,3.22,1.45,5,3,neutral,rainy,team_a_win
851,2484035,1.54,1.69,3,2,away,sunny,team_a_win
852,2484034,1.6,3.48,1,4,home,sunny,draw
853,2484033,1.07,2.63,2,4,home,sunny,team_a_win
854,2484032,0.92,3.02,4,5,home,rainy,team_b_win
855,2484031,1.28,1.35,3,1,away,rainy,team_b_win
856,2484030,2.45,2.25,4,4,neutral,cloudy,draw
857,2484029,2.9,2.58,1,4,home,rainy,team_a_win
858,2484028,2.39,2.39,5,3,away,sunny,team_a_win
859,2484027,1.33,2.45,5,5,neutral,sunny,team_a_win
860,2484026,1.09,2.36,4,3,away,sunny,draw
861,2484025,1.75,1.03,3,3,away,sunny,team_a_win
862,2484024,2.84,1.22,4,4,neutral,cloudy,draw
863,2484023,2.97,2.69,1,1,neutral,sunny,team_a_win
864,2484022,2.14,1.54,3,3,away,sunny,team_a_win
865,2484021,1.61,3.32,1,4,home,rainy,draw
866,2484020,3.45,3.02,4,2,neutral,rainy,draw
867,2484019,1.68,2.69,5,4,home,rainy,draw
868,2484018,1.25,2.66,3,2,home,cloudy,draw
869,2484017,2.68,2.2,4,3,away,sunny,team_b_win
870,2484016,2.63,2.67,4,4,away,cloudy,draw
871,2484015,2.76,0.62,2,1,home,rainy,draw
872,2484014,0.7,1.63,3,3,neutral,rainy,team_b_win
873,2484013,1.46,0.53,5,3,away,sunny,team_a_win
874,2484012,1.02,1.81,5,4,home,sunny,team_a_win
875,2484011,2.18,0.92,5,1,away,sunny,draw
876,2484010,3.1,0.97,5,2,home,rainy,team_b_win
877,2484009,2.57,2.3,1,5,away,rainy,team_a_win
878,2484008,0.82,3.38,3,1,away,sunny,draw
879,2484007,2.97,0.77,3,4,neutral,sunny,team_b_win
880,2484006,2.36,2.78,3,1,home,rainy,team_b_win
881,2484005,3.31,0.75,5,1,away,sunny,team_a_win
882,2484004,2.82,3.3,2,5,home,sunny,draw
883,2484003,2.65,2.71,4,4,neutral,sunny,draw
884,2484002,2.09,3.11,3,5,home,sunny,team_a_win
885,2484001,2.82,1.02,2,2,neutral,rainy,draw
886,2484000,1.82,2.37,4,1,home,sunny,team_a_win
887,2483999,2.56,1.48,4,4,neutral,sunny,draw
888,2483998,3.29,3.35,1,5,away,rainy,team_a_win
889,2483997,0.53,1.15,5,5,home,rainy,team_a_win
890,2483996,2.24,2.61,4,2,home,rainy,draw
891,2483995,1.6,1.99,2,4,home,sunny,team_b_win
892,2483994,2.33,1.17,3,4,away,sunny,draw
893,2483993,0.56,1.23,2,4,home,sunny,team_a_win
894,2483992,2.03,0.66,1,5,away,sunny,team_a_win
895,2483991,2.27,1.79,4,3,neutral,cloudy,draw
896,2483990,1.82,3.28,2,3,home,sunny,team_a_win
897,2483989,1.65,0.53,5,5,home,cloudy,team_a_win
898,2483988,2.5,1.56,3,3,neutral,sunny,team_a_win
899,2483987,3.44,2.26,3,4,away,sunny,team_b_win
900,2483986,0.62,1.25,2,2,away,sunny,draw
901,2483985,2.19,3.33,4,2,neutral,sunny,team_a_win
902,2483984,2.89,3.47,2,2,home,sunny,draw
903,2483983,1.65,1.37,2,4,neutral,sunny,team_a_win
904,2483982,2.73,0.86,5,3,home,cloudy,draw
905,2483981,1.51,3.1,3,2,home,cloudy,draw
906,2483980,3.17,2.71,4,2,away,rainy,draw
907,2483979,1.03,1.3,3,2,neutral,cloudy,team_a_win
908,2483978,2.16,2,3,3,neutral,sunny,team_b_win
909,2483977,2.11,1.24,5,5,neutral,sunny,draw
910,2483976,1.27,2.47,1,5,home,sunny,draw
911,2483975,0.92,1.01,4,4,home,rainy,draw
912,2483974,1.69,0.83,3,5,neutral,sunny,team_b_win
913,2483973,2.09,2.33,2,2,neutral,cloudy,draw
914,2483972,0.83,0.83,2,4,away,cloudy,team_a_win
915,2483971,1.29,3.21,1,3,neutral,sunny,team_b_win
916,2483970,1.17,3.29,5,2,away,cloudy,draw
917,2483969,2.52,2.55,2,4,neutral,sunny,team_a_win
918,2483968,0.59,2.94,3,4,neutral,cloudy,draw
919,2483967,1.72,2.71,4,2,away,cloudy,team_b_win
920,2483966,2.86,2.65,1,4,away,rainy,team_b_win
921,2483965,2.83,1.7,2,5,away,cloudy,draw
922,2483964,1.24,2.46,1,2,home,rainy,draw
923,2483963,2.05,1.4,2,1,neutral,rainy,team_a_win
924,2483962,2.33,0.8,1,4,away,rainy,team_a_win
925,2483961,3.33,3.44,5,4,neutral,sunny,draw
926,2483960,2.33,2.86,1,3,home,cloudy,team_a_win
927,2483959,1.88,2.98,2,2,neutral,sunny,draw
928,2483958,3.41,0.94,4,4,neutral,sunny,draw
